,artist,song,text
10,The Beatles,Blackbird,"Blackbird singing in the dead of night  
Take these broken wings and learn to fly  
All your life  
You were only waiting for this moment to arise.  
  
Blackbird singing in the dead of night  
Take these sunken eyes and learn to see  
All your life  
You were only waiting for this moment to be free.  
  
Blackbird fly Blackbird fly  
Into the light of the dark black night.  
  
Blackbird fly Blackbird fly  
Into the light of the dark black night.  
  
Blackbird singing in the dead of night  
Take these broken wings and learn to fly  
All your life  
You were only waiting for this moment to arise  
You were only waiting for this moment to arise  
You were only waiting for this moment to arise.

"
11,The Beatles,Blue Jay Way,"There's a fog upon L.A.  
And my friends have lost their way  
We'll be over soon they said  
Now they've lost themselves instead.  
  
Please don't be long  
Please don't you be very long  
Please don't be long  
For I may be asleep.  
  
Now it only goes to show  
And I told them where to go  
Ask a policeman on the street  
There's so many there to meet.  
  
Please don't be long  
Please don't you be very long  
Please don't be long  
For I may be asleep.  
  
Now it's past my bed I know  
And I'd really like to go  
Soon will be the breath of day  
Sitting here in Blue Jay Way.  
  
Please don't be long  
Please don't you be very long  
Please don't be long  
For I may be asleep  
  
Please don't be long  
Please don't you be very long  
Please don't be long  
  
Please don't be long  
Please don't you be very long  
Please don't be long  
  
Please don't be long  
Please don't you be very long  
Please don't be long  
  
Don't be long, don't be long, don't be long  
Don't be long, don't be long, don't be long

"
12,The Beatles,Blue Suede Shoes,"You can knock me down,  
Slap my face  
Slander my name  
All over the place  
Do anything that you want to do,  
But oh oh honey,  
Lay of them blue suede shoes  
Now don't you step  
On my blue suede shoes  
Well you can do anything  
But lay of them blue suede shoes  
Ah go!  
You can burn my house,  
Steal my car,  
Drink my liquor  
From a old fruit jar  
Do anything  
That you want to do,  
But ah ah honey,  
Lay of them blue suede shoes  
And don't you step  
On my blue suede shoes, please  
Well you can do anything  
But lay of them blue suede shoes  
Ah go, hit it, Carl (Perkins)!  
Well blue blue,  
Blue suede shoes  
Yeah blue blue,  
Blue Suede shoes  
Blue blue blue,  
Blue suede shoes  
Yeah brown brown  
Brown suede boots  
Yeah brown brown  
Brown suede boots  
Well you can do anything  
But lay of them blue suede shoes

"
13,The Beatles,Boys,"I been told when a boy kiss a girl,  
Take a trip around the world,  
Hey, hey, (bop shuop, m'bop bop shuop)  
Hey, hey, (bop shuop, m'bop bop shuop)  
Hey, hey, (bop shuop) yeah, she say ya do. (Bop shuop)  
  
My girl says when I kiss her lips,  
Gets a thrill through her fingertips,  
Hey, hey, (bop shuop, m'bop bop shuop)  
Hey, hey, (bop shuop, m'bop bop shuop)  
Hey, hey, (bop shuop) yeah, she say ya do. (Bop shuop)  
  
Well, I talk about boys,  
Don't ya know I mean boys,  
Well, I talk about boys, now,  
Aaahhh, boys,  
Well, I talk about boys, now,  
What a bundle of joy! (Alright, George!)  
  
My girl says when I kiss her lips,  
Gets a thrill through her fingertips,  
Hey, hey, (bop shuop, m'bop bop shuop)  
Hey, hey, (bop shuop, m'bop bop shuop)  
Hey, hey, (bop shuop) yeah, she say ya do. (Bop shuop)  
  
Well, I talk about boys,  
Don't ya know I mean boys,  
Well, I talk about boys, now,  
Aaahhh, boys,  
Well, I talk about boys, now,  
What a bundle of joy! Ah ah boys! Don't you know I mean boys ooo boys! Ah ha!

"
14,The Beatles,Can't Buy Me Love,"Can't buy me love, love  
Can't buy me love  
  
I'll buy you a diamond ring my friend  
If it makes you feel all right  
I'll get you anything my friend  
If it makes you feel all right  
Cause I don't care too much for money  
For money can't buy me love  
  
I'll give you all I've got to give  
If you say you love me too  
I may not have a lot to give  
But what I've got I'll give to you  
I don't care too much for money  
For money can't buy me love  
  
Can't buy me love  
Everybody tells me so  
Can't buy me love  
No, no, no, no  
  
Say you don't need no diamond ring  
And I'll be satisfied  
Tell me that you want those kind of things  
That money just can't buy  
I don't care too much for money  
For money can't buy me love  
  
Can't buy me love  
Everybody tells me so  
Can't buy me love  
No, no, no, no  
  
Say you don't need no diamond ring  
And I'll be satisfied  
Tell me that you want those kind of things  
That money just can't buy  
I don't care too much for money  
Cause money can't buy me love  
Oh, can't buy me love, love  
Can't buy me love, no

"
15,The Beatles,Carol,"Oh Carol, don't let him  
Steal your heart away  
Well I've got to learn to dance  
If it takes me all night and day  
  
Well come into my machine  
So we can move on out  
I know a jumping little joint  
Where we can jump and shout  
It's not too far back on the highway  
Not too long a ride  
You take your car along  
And you park it outside  
A little cutie takes your hat  
And you can thank her, ma'am  
'Cause every time you're gonna drive  
You find the joint is jammed  
  
Oh Carol, don't let him  
Steal your heart away  
Well I've got to learn to dance  
If it takes me all night and day Auw  
  
Well if you want to hear some music  
Like the boys all play  
Hold tight, tap your foot  
Don't let it carry you away  
Don't let the heat overcome you  
'Cause they play so loud  
While the music will treat you  
When they get a crowd  
Well you can dance  
I know you will, you thought  
I got my eyes on you baby  
'Cause you dance so good  
Don't let him  
Steal your heart away  
I've got to learn to dance  
If it takes me all night and day  
Well I've got to learn to dance  
If it takes you all night and day

"
16,The Beatles,Dear Wack!,"[Speech]  
  
Brian Matthew: But despite the fact that the next request comes from Anton, 32  
Perry Road, Sherwood, in Nottingham, it's headed ""Up the Pool"" and starts,  
""Dear Wack!"" So, John, you take it from there.  
John: ""Dear Wack! Please, ask thos gorgeous lads,"" ha, ha, "" called the
Beatles  
To sing 'You Really Got a Hold on Me' for Di, Gus, Wizz, and me, also for the  
Beatles, themselves, especially Paul, "" ha, ""and everybody that was in the Roy  
Orbison Tour. I'm a regular listener of 'Pop Go the Beatles, '"" good lad,
""and,  
Please, tell the boys that all the girls in our office think it is a fab show.  
Thank you. ""  
Brian: All right, stop the band. Oh, that's splendid and now, what are you  
Gonna sing for us?  
John: ""You Really Got a Hold on Me...Mother.""

"
17,The Beatles,Dig A Pony,"I dig a pony  
Well you can celebrate anything you want  
Well you can celebrate anything you want  
Ooh.  
  
I do a road hog  
Well you can penetrate any place you go  
Yes you can penetrate any place you go  
I told you so, all I want is you.  
Ev'rything has got to be just like you want it to  
Because  
  
I pick a moon dog  
Well you can radiate ev'rything you are  
Yes you can radiate ev'rything you are  
Ooh.  
  
I roll a stoney  
Well you can imitate ev'ryone you know  
Yes you can imitate ev'ryone you know  
I told you so, all I want is you.  
Ev'rything has got to be just like you want it to  
Because  
  
I feel the wind blow  
Well you can indicate ev'rything you see  
Yes you can indicate ev'rything you see  
Ooh.  
  
I dug a pony  
Well you can syndicate any boat you row  
Yes you can syndicate any boat you row  
I told you so, all I want is you.  
Ev'rything has got to be just like you want it to  
Because

"
18,The Beatles,Dizzy Miss Lizzy,"You make me dizzy, Miss Lizzy  
The way you rock and roll  
You make me dizzy, Miss Lizzy  
When we do the stroll  
Come on, Miss Lizzy  
Love me before I grow too old  
  
Come on, give me fever  
Put your little hand in mine  
You make me dizzy, dizzy Lizzy  
Oh girl, you look so fine  
Just a-rocking and a-rolling  
Girl I said I wish you were mine  
  
You make me dizzy, Miss Lizzy  
When you call my name  
Ooh baby  
Say you're driving me insane  
C'mon, c'mon, c'mon, c'mon baby  
I want to be your lover man  
  
Run and tell your mama  
I want you to be my bride  
Run and tell your brother  
Baby, don't run and hide  
You make me dizzy, Miss Lizzy  
Girl I want to marry you  
  
Come on, give me fever  
Put your little hand in mine, girl  
You make me dizzy, dizzy Lizzy  
Girl, you look so fine  
You're just a-rocking and a-rolling  
Oh I said I wish you were mine.

"
19,The Beatles,Dr. Robert,"Ring my friend I said you'd call Dr. Robert,  
Day or night he'll be there anytime at all Dr. Robert.  
  
Dr. Robert, your a new and better man,  
He helps you to understand,  
He does everything he can, Dr. Robert.  
  
If your down he'll pick you up Dr. Robert,  
Take a drink from his special cup Dr. Robert  
  
Dr. Robert, he's a man you must believe,  
Helping everyone in need,  
No one can succeed like Dr. Robert  
  
Well, well, well your feeling fine,  
Well, well, well, he'll make you Dr. Robert  
  
My friend works for the national health Dr. Robert,  
Don't take money to see yourself with Dr. Robert  
  
Dr. Robert, your a new and better man,  
He helps you to understand,  
He does everything he can Dr. Robert  
  
Well, well, well, your feeling fine,  
Well, well, well, he'll make you Dr. Robert  
  
Ring my friend I said you'd call Dr. Robert  
Ring my friend I said you'd call Dr. Robert  
Dr. Robert!

"
20,The Beatles,For No One,"Your day breaks, your mind aches  
You find that all the words of kindness linger on  
When she no longer needs you  
  
She wakes up, she makes up  
She takes her time and doesn't feel she has to hurry  
She no longer needs you  
  
And in her eyes you see nothing  
No sign of love behind the tears  
Cried for no one  
A love that should have lasted years!  
  
You want her, you need her  
And yet you don't believe her when she said her love is dead  
You think she needs you  
  
And in her eyes you see nothing  
No sign of love behind the tears  
Cried for no one  
A love that should have lasted years!  
  
You stay home, she goes out  
She says that long ago she knew someone but now he's gone  
She doesn't need him  
  
Your day breaks, your mind aches  
There will be time when all the things she said will fil your head  
You won't forget her  
  
And in her eyes you see nothing  
No sign of love behind the tears  
Cried for no one  
A love that should have lasted years!

"
21,The Beatles,Get Back,"Jojo was a man who thought he was a loner  
But he knew it wouldn't last.  
Jojo left his home in Tucson, Arizona  
For some California grass.  
  
Get back, get back.  
Get back to where you once belonged  
Get back, get back.  
Get back to where you once belonged.  
Get back Jojo. Go home  
Get back, get back.  
Back to where you once belonged  
Get back, get back.  
Back to where you once belonged.  
Get back Jo.  
  
Sweet Loretta Martin thought she was a woman  
But she was another man  
All the girls around her say she's got it coming  
But she gets it while she can  
  
Get back, get back.  
Get back to where you once belonged  
Get back, get back.  
Get back to where you once belonged.  
Get back Loretta. Go home  
Get back, get back.  
Get back to where you once belonged  
Get back, get back.  
Get back to where you once belonged.

"
22,The Beatles,Give Peace A Chance,"Two, one two three four  
Everybody's talking about  
Bagism, Shagism, Dragism, Madism, Ragism, Tagism  
This-ism, that-ism, is-m, is-m, is-m.  
  
All we are saying is give peace a chance  
All we are saying is give peace a chance  
  
C'mon  
Everybody's talking about Ministers,  
Sinisters, Banisters and canisters  
Bishops and Fishops and Rabbis and Pop eyes,  
And bye bye, bye byes.  
  
All we are saying is give peace a chance  
All we are saying is give peace a chance  
  
Let me tell you now  
Everybody's talking about  
Revolution, evolution, masturbation,  
Flagellation, regulation, integrations,  
Meditations, United Nations,  
Congratulations.  
  
All we are saying is give peace a chance  
All we are saying is give peace a chance  
  
Everybody's talking about  
John and Yoko, Timmy Leary, Rosemary,  
Tommy Smothers, Bobby Dylan, Tommy Cooper,  
Derek Taylor, Norman Mailer,  
Alan Ginsberg, Hare Krishna,  
Hare, Hare Krishna  
  
All we are saying is give peace a chance  
All we are saying is give peace a chance

"
23,The Beatles,Have A Banana!,"[Speech]  
  
Brian Matthew: Is that it? Is that the end?  
Paul: Yeah, yeah, that's it.  
John: Fade, fade!  
Brian: Good track. Oh, well, we'll stop there, stop there, stop there.  
John: What an end!  
Brian: Quiet! All right, George.  
John: Fade!  
Brian: Hold it!  
George: Oh, thank you.  
John: Fade, you silly.  
Brian: Well, we did. We did that. Oh, no! No! We've done that bit!  
John: The train comes in now.  
Brian: We did that.  
John: Yeah.  
Brian: To pove we weren't playing the record, then, you see. 'Cause,
otherwise, there's no point in you being here, is there? Ha, ha, ha!  
John: Yeah, we did that, 'cause it sounds just like it, don't it?  
Brian: Pretty cool lot of fellows, aren't you? Here, Ringo, have a banana,
catch!

"
24,The Beatles,"Hello, Goodbye","You say ""Yes"", I say ""No"".  
You say ""Stop"" and I say ""Go, go, go"".  
Oh no.  
You say ""Goodbye"" and I say ""Hello, hello, hello"".  
I don't know why you say ""Goodbye"", I say ""Hello, hello, hello"".  
I don't know why you say goodbye, I say hello.  
  
I say ""High"", you say ""Low"".  
You say ""Why?"" And I say ""I don't know"".  
Oh no.  
You say ""Goodbye"" and I say ""Hello, hello, hello"".  
I don't know why you say ""Goodbye"", I say ""Hello, hello, hello"".  
(Hello, goodbye, hello, goodbye. Hello, goodbye.)  
I don't know why you say ""Goodbye"", I say ""Hello"".  
  
(Hello, goodbye, hello, goodbye. Hello, goodbye. Hello, goodbye.)  
Why, why, why, why, why, why, do you  
Say ""Goodbye, goodbye, bye, bye"".  
Oh no.  
You say ""Goodbye"" and I say ""Hello, hello, hello"".  
I don't know why you say ""Goodbye"", I say ""Hello, hello, hello"".  
I don't know why you say ""Goodbye"", I say ""Hello"".  
  
You say ""Yes"", I say ""No"".  
(I say ""Yes"", but I may mean ""No"").  
You say ""Stop"", I say ""Go, go, go"".  
(I can stay still it's time to go).  
Oh, oh no.  
  
You say ""Goodbye"" and I say ""Hello, hello, hello"".  
I don't know why you say ""Goodbye"", I say ""Hello, hello, hello"".  
I don't know why you say ""Goodbye"", I say ""Hello, hello, hello"".  
I don't know why you say ""Goodbye"", I say ""Hello-wow, oh. Hello"".  
Hela, heba, helloa. Hela, heba, helloa. Hela, heba, helloa.  
Hela, heba, helloa. (Hela.) Hela, heba, helloa. Hela, heba, helloa.  
Hela, heba, helloa. Hela, heba, helloa. Hela, heba, helloa.

"
25,The Beatles,Help!,"Help!  
Help! I need somebody,  
Help! Not just anybody,  
Help! You know I need someone, help.  
  
When I was younger, so much younger than today,  
I never needed anybody's help in any way.  
But now these days are gone, I'm not so self-assured,  
Now I find I've changed my mind I've opened up the doors.  
  
Help me if you can, I'm feeling down  
And I do appreciate you being around.  
Help me get my feet back on the ground,  
Won't you please, please help me?  
  
And now my life has changed in oh so many ways,  
My independence seems to vanish in the haze.  
But ev'ry now and then I feel so insecure,  
I know that I just need you like I've never done before.  
  
Help me if you can, I'm feeling down  
And I do appreciate you being around.  
Help me get my feet back on the ground,  
Won't you please, please help me?  
  
When I was younger, so much younger than today,  
I never needed anybody's help in any way.  
But now these days are gone, I'm not so self-assured,  
Now I find I've changed my mind I've opened up the doors.  
  
Help me if you can, I'm feeling down  
And I do appreciate you being round.  
Help me, get my feet back on the ground,  
Won't you please,  
Please help me,  
Help me,  
Help me, oh.

"
26,The Beatles,Helter Skelter,"When I get to the bottom I go back to the top of the slide  
Where I stop and I turn and I go for a ride  
Till I get to the bottom and I see you again.  
  
Do, don't you want me to love you  
I'm coming down fast but I'm miles above you  
Tell me, tell me, tell me, come on tell me the answer  
You may be a lover but you ain't no dancer.  
  
Helter skelter, helter skelter  
Helter skelter.  
  
Will you, won't you want me to make you  
I'm coming down fast but don't let me break you  
Tell me, tell me, tell me the answer  
You may be a lover but you ain't no dancer.  
  
Look out  
Helter skelter, helter skelter  
Helter skelter.  
Look out 'cause here she comes.  
  
When I get to the bottom I go back to the top of the slide  
Where I stop and I turn and I go for a ride  
Till I get to the bottom and I see you again.  
  
Well do you, don't you want me to love you  
I'm coming down fast but don't let me break you  
Tell me, tell me, tell me the answer  
You may be a lover but you ain't no dancer.  
  
Look out  
Helter skelter, helter skelter  
Helter skelter.  
  
Look out helter skelter  
She's coming down fast.  
Yes she is.  
Yes she is  
  
(I've got blisters on my fingers)

"
27,The Beatles,I Got A Woman,"Well, I got a woman way cross town  
She's good to me, oh ho yeah  
Said I got a woman way cross town  
She's good to me, oh yeah  
  
She gives me money every time I need  
Yes, you know she's a kind of friend indeed  
Said I got a woman way cross town  
She's good to me, oh ho yeah  
  
She says she loves me early in the morning  
Just for me, oh ho yeah  
She says she loves me early in the morning  
Just for me, oh yeah  
  
She says she loves me just for me, yeah  
You know she loves me so tenderly  
Said I got a woman way cross town  
She's good to me, oh yeah  
Ow!  
  
She's there to love me  
All day and night  
Never grumbles or fusses  
Just treats me right  
Never runnin' in the streets  
Leave me alone  
She knows a woman's place  
Is right back there with her hanging around the home  
  
Got a woman way cross town  
She's good to me, oh yeah  
Well, I got a woman way cross town  
She's good to me, oh yeah  
  
Well, she's my baby, don't you understand  
That I, I, I, I, I'm her loving man  
Said I got a woman way cross town  
She's good to me, oh ho yeah  
  
Well, that much is alright  
Well, that much is alright  
  
I got a woman  
Way cross town  
She's good to me  
Oh ho ho yeah

"
28,The Beatles,Leave My Kitten Alone,"You better leave my kitten all alone,  
You better leave my kitten all alone.  
But I told you big fat bulldog,  
You better leave her alone.  
  
You better leave my kitten all alone,  
You better leave my kitten all alone.  
This dog is gonna get you  
If you don't leave her alone.  
  
Well Mr.Dog I'm gonna hit you  
On the top of your head.  
That child is gonna miss you,  
You gonna wish that you were dead.  
If you don't leave my kitten all alone.  
Well I told you big fat bulldog,  
You better leave her alone.  
  
Well Mr.Dog I'm gonna hit you  
On the top of your head.  
That girl is gonna miss you,  
You gonna wish that you were dead.  
If you don't leave my kitten all alone, oh yeah.  
Well I told you, big fat bulldog,  
You better leave her alone.  
  
Hey hey you better leave, you better leave,  
You better leave, yeah you better leave,  
You better leave, oh you got to leave...

"
29,The Beatles,Little Child,"Little child, little child,  
Little child, won't you dance with me?  
I'm so sad and lonely,  
Baby take a chance with me.  
  
Little child, little child,  
Little child, won't you dance with me?  
I'm so sad and lonely,  
Baby take a chance with me.  
  
If you want someone  
To make you feel so fine,  
Then we'll have some fun  
When you're mine, all mine,  
So come, come on, come on.  
  
Little child, little child,  
Little child, won't you dance with me?  
I'm so sad and lonely,  
Baby take a chance with me.  
  
When you're by my side,  
You're the only one,  
Don't you run and hide,  
Just come on, come on,  
So come on, come on, come on.  
  
Little child, little child,  
Little child, won't you dance with me?  
I'm so sad and lonely,  
Baby take a chance with me.  
Baby take a chance with me.  
Baby take a chance with me.

"
30,The Beatles,Lucille,"Ah Lucille  
Baby do your sister's will  
Ah Lucille  
Baby do your sister's will  
Well you went up and married  
But I love you still  
  
Ah Lucille  
Baby satisfy my soul  
Ah Lucille  
Baby satisfy my soul  
Well you know I love baby  
I'll never let you go  
  
Babe I woke up this morning  
Lucille was not inside  
I asked her friends about her  
But all their lips were tight  
  
Lucille  
Please come back where you belong  
Well I'm talking to you baby  
I'll never put you on  
Ah! Wha'!  
  
Well Lucille  
Baby do your sister's will  
Oh Lucille  
Yeah baby do your sister's will  
Well you went up and married  
But I love you still

"
31,The Beatles,Misery,"The world is treating me bad...Misery.  
I'm the kind of guy,  
Who never used to cry,  
The world is treatin' me bad...Misery!  
  
I've lost her now for sure,  
I won't see her no more,  
It's gonna be a drag...Misery!  
  
I'll remember all the little things we've done  
Can't she see she'll always be the only one, only one.  
  
Send her back to me,  
'Cause everyone can see  
Without her I will be in misery  
  
I'll remember all the little things we've done.  
She'll remember and she'll miss her only one, lonely one.  
  
Send her back to me,  
'Cause everyone can see,  
Without her I will be in misery (oh oh oh)  
In misery (ooh ee ooh ooh)  
My misery (la la la la la la)

"
32,The Beatles,Nobody's Child,"As I was slowly passing  
An orphan's home one day,  
I stopped for just a little while  
To watch the children play.  
Alone a boy was standing  
And when I asked him why,  
He turned with eyes that could not see  
And he began to cry.  
  
I'm nobody's child,  
I'm nobody's child.  
Just like the flowers  
I'm growing wild.  
I got no mummy's kisses  
I got no daddy's smile.  
Nobody wants me,  
I'm nobody's child.  
  
No mummy's arms to hold me  
Or sue me when I cry,  
'Cause sometimes I feel so lonesome  
I wish that I could die.  
I'll walk the streets of heaven  
Where all blinds can see.  
  
And just like for the other kids  
It will be a home for me.  
  
I'm nobody's child,  
I'm nobody's child.  
Just like the flowers  
I'm growing wild.  
I got no mummy's kisses  
I got no daddy's smile.  
Nobody wants me,  
I'm nobody's child.

"
33,Dusty Springfield,A Love Like Yours,"I broke your heart  
And I made you blue  
Instead of hurting back  
You said I love you  
That very day you won my heart  
And my love for you shall never part  
  
You have such an understanding way  
And I appreciate you need what I say  
'Cause a love like yours don't come knock, knock, knock, knocking  
Knock, knocking everyday  
  
Although I treated you bad from the start  
Without question you gave me your heart  
No, a love like yours don't come knock, knock, knock, knocking  
Knock, knocking everyday  
  
It's the little things you do  
Oh, that mean so much  
So very, very much  
(Consideration), I never knew  
That is, until I met you  
Believe me  
  
You made my life complete  
And I know our love with all of my mind  
You can believe going to hold on tight  
'Cause a love like yours don't come knock, knock, knock, knocking  
Knock, knocking everyday  
  
No, a love like yours don't come knock, knock, knock, knocking  
Knock, knocking everyday  
  
It's the little things you do  
That mean so much  
So very, very much  
(Consideration), no I never knew  
That is, until I met you  
Believe me  
  
You made my life complete  
And I know our love with all of my mind  
You can believe going to hold on tight  
'Cause a love like yours don't come knock, knock, knock, knocking  
Knock, knocking everyday  
I said a love like yours, it don't come knocking  
Knock, knocking everyday  
I said a love like yours, it don't come, it don't come knocking  
Knock, knocking everyday  
'Cause a love like yours, it don't come knocking

"
